Timestamp,No,Age,Gender,Experience,Degree,Major,FM_1,FM_2,GM_1,FM_3,GM_2,FM_4,GM_3,GM_4,FM_5,FM_6,GM_5,FM_7,GM_6,FM_8,GM_7,GM_8,SA_1,SA_2,SA_3,SA_4,SA_5,SA_6,DA_1,DA_2,DA_3,DA_4,ENFE_1,ENFE_2,ENFE_3,TI_1,TI_2,TI_3,TI_4
2023/11/27 8:20:38 AM GMT+3:30,57,31,Male,4,M.A.,Teaching,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Slightly Agree
2023/11/27 8:50:04 PM GMT+3:30,58,29,Male,5,M.A.,Teaching,Slightly Agree,Slightly Agree,Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Disagree,Agree,Disagree,Slightly Agree,Disagree,Slightly Disagree, Agree, Agree, Agree, Agree, Agree,Neutral,Neutral, Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Slightly Agree,Slightly Agree,Neutral,Neutral
2023/11/27 8:52:09 PM GMT+3:30,59,31,Female,4,PhD,Teaching,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral, Agree,Neutral, Agree,Neutral,Neutral, Agree, Agree,Neutral,Slightly Disagree,Neutral,Slightly Disagree
2023/11/27 9:46:43 PM GMT+3:30,60,23,Female,3,B.A.,Teaching,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Disagree,Slightly Agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree, Agree,Strongly Agree, Agree, Agree, Agree, Agree,Strongly Agree,Neutral,Slightly Disagree,Disagree,Disagree,Disagree
2023/11/27 11:21:35 PM GMT+3:30,61,27,Male,1,B.A.,Teaching,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree, Agree, Agree, Agree,Neutral, Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Neutral
2023/11/28 2:23:03 AM GMT+3:30,62,24,Female,1,B.A.,Teaching,Disagree,Disagree,Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Strongly Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral, Agree, Agree,Neutral, Agree,Neutral,Disagree,Neutral,Slightly Disagree,Neutral,Neutral,Neutral
2023/12/03 8:38:06 PM GMT+3:30,63,32,Female,2,M.A.,Teaching,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Neutral,Strongly Agree, Agree, Agree, Agree,Strongly Agree,Strongly Agree, Agree, Agree, Agree, Agree, Agree, Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree
2023/12/03 9:58:07 PM GMT+3:30,64,32,Female,2,M.A.,Translation,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree, Agree,Disagree,Neutral,Disagree,Slightly Disagree,Neutral,Neutral
2023/12/04 1:19:10 AM GMT+3:30,65,27,Female,5,M.A.,Teaching,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral, Agree, Agree,Neutral,Neutral,Neutral, Agree, Agree,Slightly Agree,Disagree,Neutral,Strongly Agree
2023/12/04 8:43:09 AM GMT+3:30,66,30,Female,3,M.A.,Translation,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Disagree,Strongly Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neutral, Agree,Neutral,Disagree, Agree,Disagree,Strongly Agree,Neutral,Disagree,Slightly Disagree,Disagree,Disagree
2023/12/04 1:13:04 PM GMT+3:30,67,28,Female,4,M.A.,Teaching,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree, Agree, Agree, Agree, Agree, Agree, Agree, Agree, Agree, Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral
2023/12/04 4:02:57 PM GMT+3:30,68,26,Male,4,B.A.,Teaching,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree, Agree,Disagree,Disagree,Neutral,Disagree,Neutral, Agree,Neutral,Neutral,Neutral, Agree, Agree, Agree,Slightly Agree,Strongly Disagree,Agree,Slightly Agree
2023/12/04 9:32:55 PM GMT+3:30,69,28,Male,1,M.A.,Translation,Disagree,Disagree,Slightly Agree,Slightly Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Slightly Disagree,Agree,Disagree,Slightly Agree,Neutral, Agree,Neutral, Agree,Disagree,Strongly Disagree, Agree,Neutral,Disagree, Agree, Agree, Agree,Neutral,Strongly Agree,Neutral,Agree,Disagree
2023/12/05 8:24:47 AM GMT+3:30,70,27,Male,1,B.A.,Teaching,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neutral, Agree,Neutral, Agree,Neutral, Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral, Agree,Slightly Agree,Agree,Neutral,Strongly Agree
2023/12/05 8:40:05 AM GMT+3:30,71,23,Female,1,B.A.,Teaching,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral, Agree, Agree, Agree, Agree,Neutral,Disagree,Neutral,Slightly Disagree,Disagree,Neutral,Neutral
2023/12/05 9:02:02 AM GMT+3:30,72,31,Male,3,M.A.,Teaching,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral, Agree,Neutral,Disagree,Disagree, Agree, Agree, Agree,Neutral,Neutral,Neutral,Agree
2023/12/05 12:46:19 PM GMT+3:30,73,29,Female,2,M.A.,Translation,Disagree,Slightly Disagree,Slightly Agree,Disagree,Agree,Slightly Disagree,Agree,Slightly Agree,Disagree,Disagree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree, Agree,Neutral,Disagree, Agree,Strongly Agree,Neutral,Neutral,Slightly Disagree,Disagree,Disagree,Disagree
2023/12/06 12:09:36 PM GMT+3:30,74,31,Female,5,M.A.,Teaching,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree, Agree,Neutral, Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral, Agree, Agree, Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral
2023/12/07 8:03:59 PM GMT+3:30,75,24,Male,5,B.A.,Teaching,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree, Agree, Agree, Agree, Agree, Agree, Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree
2023/12/07 11:11:00 PM GMT+3:30,76,23,Female,3,B.A.,Teaching,Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Disagree,Disagree,Agree,Disagree,Agree,Slightly Agree,Agree,Agree, Agree,Disagree,Neutral, Agree,Strongly Agree, Agree,Strongly Agree, Agree, Agree, Agree,Disagree,Strongly Agree,Neutral,Slightly Agree,Agree,Agree,Neutral
2023/12/08 7:15:34 AM GMT+3:30,77,28,Female,3,M.A.,Teaching,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree, Agree,Neutral, Agree,Neutral, Agree,Neutral, Agree, Agree,Neutral,Neutral,Neutral, Agree, Agree,Slightly Agree,Slightly Agree,Neutral,Neutral
2023/12/08 11:08:20 AM GMT+3:30,78,26,Female,2,B.A.,Teaching,Disagree,Slightly Disagree,Strongly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Neutral,Disagree,Neutral,Disagree, Agree, Agree, Agree, Agree, Agree,Neutral, Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Disagree
2023/12/08 1:01:40 PM GMT+3:30,79,25,Male,3,B.A.,Teaching,Disagree,Agree,Agree,Disagree,Slightly Agree,Disagree,Disagree,Slightly Disagree,Strongly Disagree,Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Disagree,Neutral, Agree, Agree,Neutral,Disagree,Neutral,Disagree,Strongly Agree,Disagree,Disagree, Agree,Strongly Agree,Neutral,Disagree,Disagree,Strongly Disagree,Slightly Disagree
2023/12/08 2:03:25 PM GMT+3:30,80,32,Female,5,M.A.,Translation,Slightly Agree,Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Slightly Disagree, Agree, Agree, Agree, Agree, Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Slightly Agree,Slightly Agree,Slightly Agree
2023/12/08 4:53:52 PM GMT+3:30,81,24,Male,4,B.A.,Teaching,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neutral,Neutral,Strongly Agree,Neutral, Agree,Strongly Agree,Disagree,Disagree,Disagree, Agree,Disagree,Neutral, Agree,Slightly Agree,Slightly Agree,Neutral,Neutral
2023/12/08 5:47:49 PM GMT+3:30,82,29,Male,1,M.A.,Teaching,Strongly Agree,Agree,Disagree,Strongly Agree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Strongly Agree,Disagree,Slightly Disagree,Agree,Disagree,Strongly Agree,Slightly Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree, Agree,Neutral,Neutral, Agree, Agree,Disagree,Slightly Disagree,Agree,Slightly Agree,Neutral
2023/12/08 6:00:00 PM GMT+3:30,83,25,Male,2,B.A.,Teaching,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Disagree,Slightly Agree,Disagree,Disagree,Slightly Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree, Agree, Agree,Strongly Agree, Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
2023/12/08 7:45:45 PM GMT+3:30,84,31,Female,3,M.A.,Teaching,Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree, Agree,Strongly Agree, Agree,Neutral,Neutral,Neutral, Agree,Disagree,Disagree,Disagree,Disagree
2023/12/08 7:54:19 PM GMT+3:30,85,30,Male,4,M.A.,Teaching,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Disagree, Agree,Strongly Disagree,Neutral,Disagree,Neutral, Agree,Neutral, Agree, Agree,Neutral, Agree, Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree
2023/12/08 8:03:38 PM GMT+3:30,86,27,Male,1,B.A.,Teaching,Strongly Disagree,Slightly Disagree,Agree,Strongly Disagree,Agree,Slightly Disagree,Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree, Agree,Neutral, Agree, Agree,Disagree,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Disagree,Strongly Disagree
2023/12/08 8:34:59 PM GMT+3:30,87,25,Male,1,B.A.,Teaching,Slightly Disagree,Slightly Disagree,Strongly Agree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Disagree,Disagree,Neutral, Agree,Neutral,Neutral,Disagree, Agree,Neutral, Agree,Disagree, Agree,Neutral,Disagree,Disagree,Slightly Disagree,Strongly Disagree,Neutral
2023/12/09 5:00:23 PM GMT+3:30,88,23,Female,5,B.A.,Teaching,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Slightly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Slightly Agree,Strongly Agree,Disagree, Agree,Strongly Disagree,Neutral,Disagree,Disagree, Agree, Agree, Agree,Strongly Agree,Strongly Agree, Agree,Neutral,Strongly Disagree,Agree,Disagree,Strongly Disagree
2023/12/09 5:34:06 PM GMT+3:30,89,29,Female,4,M.A.,Teaching,Slightly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Slightly Disagree,Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Neutral, Agree, Agree,Neutral,Strongly Agree, Agree,Neutral,Neutral,Neutral,Neutral,Neutral
2023/12/09 5:58:56 PM GMT+3:30,90,23,Male,4,B.A.,Teaching,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Agree,Disagree,Agree,Agree,Disagree,Agree,Slightly Disagree,Agree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree, Agree, Agree,Disagree, Agree, Agree, Agree, Agree,Agree,Agree,Disagree,Strongly Agree
2023/12/09 6:10:05 PM GMT+3:30,91,24,Female,4,B.A.,Teaching,Strongly Disagree,Slightly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Disagree, Agree, Agree, Agree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree, Agree, Agree,Slightly Agree,Neutral,Neutral,Agree
2023/12/09 10:00:20 PM GMT+3:30,92,25,Female,3,B.A.,Teaching,Disagree,Slightly Agree,Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral, Agree, Agree, Agree, Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree
2023/12/10 8:12:21 PM GMT+3:30,93,25,Female,2,B.A.,Teaching,Slightly Disagree,Disagree,Slightly Agree,Disagree,Agree,Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral, Agree, Agree,Strongly Agree, Agree, Agree, Agree, Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
2023/12/10 9:17:34 PM GMT+3:30,94,26,Female,1,B.A.,Teaching,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neutral,Disagree,Neutral,Disagree, Agree, Agree, Agree, Agree,Neutral, Agree, Agree, Agree,Neutral,Agree,Neutral,Neutral,Neutral
2023/12/10 10:37:03 PM GMT+3:30,95,29,Male,2,M.A.,Teaching,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Agree, Agree, Agree,Neutral,Disagree,Disagree, Agree,Neutral,Neutral,Neutral, Agree,Neutral, Agree, Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree
2023/12/10 10:38:26 PM GMT+3:30,96,24,Female,5,B.A.,Teaching,Slightly Disagree,Disagree,Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree, Agree,Neutral,Disagree,Disagree,Disagree,Neutral, Agree,Disagree,Disagree,Neutral, Agree, Agree, Agree,Slightly Disagree,Disagree,Strongly Disagree,Slightly Disagree
2023/12/10 10:42:41 PM GMT+3:30,97,31,Female,3,B.A.,Translation,Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree, Agree, Agree, Agree, Agree,Strongly Agree,Strongly Agree, Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Slightly Disagree
2023/12/10 10:47:31 PM GMT+3:30,98,23,Female,2,B.A.,Teaching,Disagree,Disagree,Agree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree, Agree, Agree, Agree,Neutral, Agree, Agree, Agree, Agree, Agree, Agree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Agree,Slightly Agree
2023/12/11 7:22:13 AM GMT+3:30,99,27,Male,4,M.A.,Teaching,Disagree,Slightly Disagree,Agree,Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree, Agree, Agree, Agree,Disagree, Agree, Agree,Disagree,Disagree, Agree, Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2023/12/14 5:29:24 PM GMT+3:30,100,26,Male,3,B.A.,Teaching,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Disagree, Agree, Agree, Agree, Agree, Agree, Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Slightly Disagree,Strongly Agree,Agree
2023/12/14 6:52:42 PM GMT+3:30,101,26,Male,2,B.A.,Teaching,Strongly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Disagree,Disagree,Disagree,Agree,Slightly Agree,Agree,Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree, Agree,Disagree,Slightly Disagree,Slightly Disagree,Agree,Disagree
2023/12/14 7:35:57 PM GMT+3:30,102,28,Male,1,B.A.,Translation,Slightly Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Slightly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree, Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree, Agree,Neutral,Neutral, Agree, Agree,Neutral, Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree
2023/12/14 8:12:15 PM GMT+3:30,103,29,Female,5,M.A.,Teaching,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree, Agree,Neutral, Agree,Neutral, Agree, Agree, Agree, Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Neutral,Neutral
2023/12/15 10:19:49 AM GMT+3:30,104,30,Male,3,M.A.,Translation,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral, Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree, Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree
2023/12/15 3:56:21 PM GMT+3:30,105,32,Male,1,PhD,Literature,Disagree,Disagree,Agree,Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Disagree,Slightly Disagree,Neutral
2023/12/15 4:25:55 PM GMT+3:30,106,27,Female,2,M.A.,Teaching,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree, Agree, Agree, Agree,Strongly Agree,Strongly Agree, Agree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Slightly Disagree,Agree,Disagree
2023/12/15 5:22:22 PM GMT+3:30,107,24,Female,3,B.A.,Teaching,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Slightly Agree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Slightly Agree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree, Agree, Agree,Strongly Agree, Agree,Neutral, Agree, Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree
2023/12/15 5:45:28 PM GMT+3:30,108,30,Female,2,M.A.,Translation,Disagree,Disagree,Slightly Agree,Slightly Agree,Agree,Disagree,Slightly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Neutral, Agree, Agree, Agree, Agree,Neutral,Slightly Agree,Agree,Neutral
2023/12/15 6:44:48 PM GMT+3:30,109,32,Female,4,PhD,Teaching,Disagree,Disagree,Agree,Disagree,Agree,Slightly Disagree,Agree,Agree,Slightly Disagree,Slightly Disagree,Agree,Disagree,Agree,Disagree,Slightly Agree,Agree, Agree, Agree,Disagree,Disagree,Disagree, Agree, Agree, Agree, Agree, Agree, Agree, Agree, Agree,Disagree,Slightly Agree,Neutral,Agree
2023/12/15 7:23:20 PM GMT+3:30,110,23,Female,5,B.A.,Teaching,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neutral, Agree, Agree, Agree,Neutral, Agree,Neutral,Neutral, Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Slightly Disagree,Slightly Agree,Neutral
2023/12/15 7:27:53 PM GMT+3:30,111,31,Female,5,M.A.,Teaching,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral, Agree,Neutral,Neutral, Agree, Agree,Neutral,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree
2023/12/15 7:47:32 PM GMT+3:30,112,29,Female,3,M.A.,Teaching,Disagree,Disagree,Agree,Disagree,Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Neutral, Agree,Neutral,Disagree,Disagree,Neutral, Agree,Strongly Agree, Agree, Agree, Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree
